t_s,h_mm,q_in_mlps,q_ext_mlps,q_bp_mlps,q_out_mlps,q_cup_mlps,v_in_ml,v_out_ml,v_bed_ml,v_cup_ml,sat,phi_eff,u_pore_mps,k_vals_m2,bypass_ratio,C_out_gl,T_bed_C,T_dripper_C,T_cup_C
169.1272929405225,0.09697286085762558,0.0,0.01314810775152437,0.0,0.01314810775152437,0.013152855658215128,301.151139521955,268.1010644697139,268.0951798533501,268.0870375833059,1.0,0.38,3.513586288026936,5.71816869377635e-11,0.0,3.5876025742556372,91.26504543550845,23.0,91.31870439408853
169.24958310172318,0.09697286085762558,0.0,0.013147822362340635,0.0,0.013147822362340635,0.013152582755691354,301.151139521955,268.10267797386047,268.09679335749667,268.0886460147713,1.0,0.38,3.513510023096524,5.718165550786764e-11,0.0,3.5909532300458467,91.26195669232578,23.0,91.31561326785653
169.37187326292383,0.09697286085762558,0.0,0.013147536296437801,0.0,0.013147536296437801,0.013152309131200877,301.151139521955,268.1042914429288,268.098406826565,268.09025441277515,1.0,0.38,3.5134335773255687,5.718162407873886e-11,0.0,3.5943030618504745,91.25886808889743,23.0,91.31252228137348
169.4941634241245,0.09697286085762558,0.0,0.013147249556310778,0.0,0.013147249556310778,0.013152034787357283,301.151139521955,268.10590487683606,268.10002026047226,268.09186277722944,1.0,0.38,3.5133569513807887,5.718159265037859e-11,0.0,3.5976520692838267,91.25577962521703,23.0,91.30943143463058
169.61645358532516,0.09697286085762558,0.0,0.013146962144445827,0.0,0.013146962144445827,0.013151759726767432,301.151139521955,268.10751827549956,268.10163365913576,268.0934711080465,1.0,0.38,3.51328014592659,5.718156122278833e-11,0.0,3.601000251961981,91.25269130127833,23.0,91.30634072761923
169.73874374652584,0.09697286085762558,0.0,0.013146674063320502,0.0,0.013146674063320502,0.013151483952031338,301.151139521955,268.10913163883725,268.10324702247345,268.095079405139,1.0,0.38,3.513203161625053,5.718152979596948e-11,0.0,3.6043476095027858,91.24960311707491,23.0,91.30325016033096
169.86103390772652,0.09697286085762558,0.0,0.013146385315403812,0.0,0.013146385315403812,0.013151207465742063,301.151139521955,268.1107449667671,268.10486035040327,268.09668766842,1.0,0.38,3.513125999135975,5.7181498369923534e-11,0.0,3.6076941415258434,91.24651507260057,23.0,91.30015973275749
169.98332406892717,0.09697286085762558,0.0,0.013146095903156109,0.0,0.013146095903156109,0.013150930270485603,301.151139521955,268.1123582592073,268.1064736428435,268.0982958978027,1.0,0.38,3.513048659116838,5.718146694465193e-11,0.0,3.6110398476525205,91.24342716784889,23.0,91.2970694448907
170.10561423012786,0.09697286085762558,0.0,0.013145805829029224,0.0,0.013145805829029224,0.013150652368840802,301.151139521955,268.1139715160768,268.108086899713,268.0999040932008,1.0,0.38,3.5129711422228485,5.718143552015605e-11,0.0,3.6143847275059326,91.24033940281362,23.0,91.29397929672253
170.2279043913285,0.09697286085762558,0.0,0.01314551509546646,0.0,0.01314551509546646,0.013150373763379259,301.151139521955,268.11558473729434,268.10970012093054,268.1015122545282,1.0,0.38,3.512893449106934,5.7181404096437375e-11,0.0,3.6177287807109426,91.23725177748838,23.0,91.29088928824514
